000000145903405700005000900092070000031502000600008500080009357700800600006007090,278936145913485762465721983592674831831592476647318529184269357729853614356147298
092405000007000250010800000746000309009060802100009067901030000600080900084590001,392475186867913254415826793746258319539761842128349567951632478673184925284597631
002085700000607000000100000400001007267504000001000090518700430030010506900003001,142985763895637142673142985489361257267594318351278694518726439734819526926453871
802604050000001064004005003900107430508390601317046020400063708080000000000000506,892634157735821964164975283926187435548392671317546829459263718681759342273418596
100305098090000000080179602624000000800607420370040800068004930030008060005006204,142365798796482315583179642624853179851697423379241856268514937437928561915736284
600083570300700900000069030000001008100630400503090010840302009032040085000058000,619283574384715926257469831476521398198637452523894617845372169932146785761958243
500670084407000630068000701000000209050980460679042518105869047796400852003720096,532671984417298635968534721384156279251987463679342518125869347796413852843725196
000006900000020874528000360035081000000073185070064209002040008019008403700002006,147836952963125874528497361235981647496273185871564239352649718619758423784312596
300504026000070413000000907196402738045060090000081004080307049032008175400090380,379514826658279413214836957196452738845763291723981564581327649932648175467195382
020030108500970020800002003740605300005087602060410800004090560009800204150260000,427536198531978426896142753748625319915387642362419875284793561679851234153264987
009630080081000023200580074000103809000408002000200460050900030070804290802010046,749632185581749623236581974427163859965478312318295467154926738673854291892317546
005400890000037254410809030200370569501900000790000008020004900640790103050010000,375426891869137254412859637284371569531968742796542318123684975648795123957213486
098100063060040000702500010400058030015000080306010000600005040927000300000206007,598127463163849725742563918479658231215374689386912574631795842927481356854236197
300200070061008020008400000000700350030010290902036000003000008507009610100000900,359261874461978523278453169846792351735814296912536487693125748587349612124687935
540000637620780540937456210754030900310000050002040070295600183480190002170300095,548912637621783549937456218754831926319267854862549371295674183483195762176328495
136057000520030006008062930385020409070090002402685070954306000203578190000209603,136957248529834716748162935385721469671493582492685371954316827263578194817249653
276450190000678000800219007942007810507800409681090302000930700009700246028100003,276453198193678524854219637942367815537821469681594372465932781319785246728146953
000002534000010280200034000020000740906000300140203000708000001300009600460070803,671892534534617289289534176823961745956748312147253968798326451315489627462175893
390001487017304059864907000100805760008436001040710835406073098900648370700509040,395261487217384659864957213132895764578436921649712835426173598951648372783529146
030402080008060327906837041000000978004278000000093402375086000069724835002005700,731452689548169327926837541253641978694278153817593462375986214169724835482315796
042500706876200300301806049027048560009000400463057920090403605000009000730005100,942531786876294351351876249127948563589362417463157928298413675615729834734685192
190406300523090700060300000000140257300560000040700600009000000401008902000007036,198476325523891764764325198986143257317562849245789613679234581431658972852917436
093207000007940320820301000080504013302810900950700000060003590074600001230005476,493257168617948325825361749786594213342816957951732684168473592574629831239185476
720000480004030600356104070018470306640850120000619854065000700070900031183045960,721596483894237615356184279518472396649853127237619854965321748472968531183745962
340680205800005401020000836680510947493860152500024008901702003000358700738100020,349681275876235491125479836682513947493867152517924368951742683264358719738196524
005087000070340086048016275457128960900504728680030041700601002830470600500803407,165287394279345186348916275457128963913564728682739541794651832831472659526893417
478962000025400008690035700900504000004070509157389200800100075003040602049006083,478962351325417968691835724936524817284671539157389246862193475513748692749256183
900002050002905004075340200097063405050000126080000973500607390000400502320001007,934712658162985734875346219297163485453879126681254973548627391719438562326591847
159080070240790001000000004300008000080070143092000005900100460507840300001007050,159384276246795831873216594314568729685972143792431685928153467567849312431627958
021005030035106924060243000146000098070060540258001060580619372002504106613728450,421985637835176924967243815146357298379862541258491763584619372792534186613728459
060107004010480650204659300009008000830746020046900081158300079072090006693000140,365127894917483652284659317729518463831746925546932781158364279472891536693275148
036704100007632000094500000000100034069807512000053000920000006050208001470300050,836794125517632849294581763785126934369847512142953687928415376653278491471369258
300400192008205047720010058439006500000901006261000000007182960190053000680704205,356478192918265347724319658439826571875931426261547839547182963192653784683794215
170504069009000005546091300680070020930100640700209500000006004000700096408002750,173524869829637415546891372685473921932185647714269538297356184351748296468912753
360000209800309005090012076000000002080090610603041800026580031100000000500020908,361457289872369145495812376719638452284795613653241897926584731138976524547123968
006102487002080000700430000015000740897004002230750098060275830000009010028610570,356192487942587361781436925615928743897364152234751698169275834573849216428613579
080026005000000623020940170050092081708400002090000040075634200260080030903007806,387126495419875623526943178654792381738451962192368547875634219261589734943217856
079538200000920037002000008085340002003280540001057309000170820000802406008463700,179538264856924137342716958985341672763289541421657389694175823537892416218463795
201006500000500800087300960000603704020009000400102398005060239093270081002001005,231896547964527813587314962159683724328749156476152398715468239693275481842931675
450029030139480050802300009504008090008500047070614008705000200200860900000070080,457129836139486752862357419524738691618592347973614528785941263241863975396275184
000008601400706850050003040005020004146580000003004905061805492020900076097600010,739458621412796853658213749985327164146589237273164985361875492824931576597642318
090060085180002369360900000050040008000009004074200050000736590700000000509000073,497361285185472369362958417953647128621589734874213956248736591736195842519824673
170526093890000602200198050520001080000050007900800100000973208069080500380610079,174526893895734612236198754527341986618259347943867125451973268769482531382615479
000081003030054800804007615056100382180500700090870001315060000678915034009030106,567281493931654827824397615756149382183526749492873561315462978678915234249738156
704930008008607000039000400070000600400500032000023709800200300206308175013700204,764931528528647913139852467372489651491576832685123749857214396246398175913765284
570203001903004085041000300700000190000098000219007030054806070002970010090020053,576283941923714685841569327768352194435198762219647538154836279382975416697421853
600000701010079603273801000800750002007018000021040008180025300030004060400307200,694532781518479623273861954846753192957218436321946578189625347732194865465387219
580700940027091030010008706038200079269807005051936080895173200000504800342609107,583762941627491538914358726438215679269847315751936482895173264176524893342689157
603000002709400300000000940210050890308027654060800701804001000500009438000300010,643985172759412386182736945217654893398127654465893721834571269571269438926348517
503004008008900605000570041130700006020600003406103000950017062001025030000896504,513264978748931625269578341135782496827649153496153287954317862681425739372896514
070940320200675009050008406843152000062407081000809004090200000000080060305000140,678941325234675819159328476843152697962437581517869234496213758721584963385796142
250400000300000054100000006000803009030000040090570020001030690003005082020069010,256497138379681254184352976417823569532916847698574321741238695963145782825769413
100004875900071002800502049300100490570049218001020356045063081619007003703215064,132694875954871632867532149328156497576349218491728356245963781619487523783215964
300007000009006710600004359702010098530409007001000000168000200900030580050000971,325197864489356712617824359742513698536489127891762435168975243974231586253648971
140203000986005030070009005000000800069000143007306520000830700328017056791600382,145263978986175234273489615432591867569728143817346529654832791328917456791654382
800005002420103865035048970742800109390750000518490030007004000953010020004500710,871965342429173865635248971742836159396751284518492637187324596953617428264589713
100780005030049120009300478850000000306904802000063040900420050400000000620038094,142786935738549126569312478854271369376954812291863547983427651417695283625138794
010000340920683050030714000052060001000001003000400079186592000049130006000046000,617925348924683157835714692752369481498271563361458279186592734549137826273846915
500280006980053000023607008618075040407800060005064780351000604700000800809010075,574281936986453127123697458618975342497832561235164789351728694762549813849316275
807026035450008070306570000971005243503742601600913000008109067000084010109050080,817426935452398176396571824971865243583742691624913758248139567765284319139657482
008603019305200000000007603501000000604000080890400052000750001000002004402006735,278643519365219478149587623521378946634925187897461352983754261756132894412896735
800100507070906001231405896008040760704012008000700015507601000910800004603000000,896123547475986321231475896158349762764512938329768415547691283912837654683254179
250140000010920060930086001193058700672009835080002000347090080000034000009760450,256147398718923564934586271193658742672419835485372619347295186561834927829761453
000000094041003000920060030030059006100200749298004300060300002002096150000042000,387521694641983527925467831734159286156238749298674315869315472472896153513742968
006203578800000603200768004000000860628100047349076102960002085005607230000001090,196243578874915623253768914517324869628159347349876152961432785485697231732581496
360400050401600070000057004030024019000009006010000023006008237290040601000000090,367481952451692378829357164635824719782139546914576823546918237293745681178263495
060004108081200050702000069050020900246107085973680000027050000300740002000800090,569374128481269753732518469158423976246197385973685241827951634395746812614832597
050843002800001000000965783000008924040106530090204018024007090086000270570600300,957843162863721459412965783631578924248196537795234618124357896386419275579682341
000003090010200700700000030090028047400190026120000589082000000900012654001006270,254763891813249765769581432395628147478195326126374589682457913937812654541936278
500081607000500900097060200001056000000000870004000000000308502200040760700002103,542981637683527914197463285371856429965234871824719356416378592239145768758692143
804005109090060074007100560400900800059080640010000032000000080030500016005070093,864735129591862374327149568473926851259381647618457932946213785732598416185674293
700908000600530000900100080204300000070060503030700020095402008480090152302815079,751928346648537291923146785214359867879264513536781924195472638487693152362815479
021374800740180002000026070230000500058000024900540008400008013096030005300450080,621374859749185362583926471234817596158693724967542138475268913896731245312459687
100700005470028060285003090002000034004060700300250016000000000020400371741900000,163749285479528163285613497612897534854361729397254816538176942926485371741932658
613040027000000000094000065200000030009607054000009600706300010000500006082164570,613845927527916348894723165268451739139687254475239681756398412341572896982164573
051003027890251060002768000340009206000380579078506431703405002509602700060017050,651943827897251364432768195345179286126384579978526431783495612519632748264817953
800059070050234006064081235608500043070800001305060802790305428401006007032478600,823659174157234986964781235618592743279843561345167892796315428481926357532478619
080500000016700005000000709109073408005829070078100030002005107000007080001068593,987541326316792845254386719129673458435829671678154932892435167563917284741268593
000080036002010050400509180020870600000090070076005010210708000045063729037000000,591487236782316954463529187324871695158694372976235418219748563845163729637952841
000854900030679100040010060000140600004068012102005008800000007000027000203000501,621854973538679124749213865387142659954368712162795438896531247415927386273486591
002608000008900420004100009703010060600020500820004100010050908250481370480793201,932648715168975423574132689743519862691827534825364197317256948259481376486793251
000000040431000800897004020062400300040293010500007092000001200000020074080570930,625189743431752869897634125962415387748293516513867492376941258159328674284576931
268040701007001294901237068516003020002064000000002050020010385005329007603050902,268945731357681294941237568516873429892564173734192856429716385185329647673458912
023901006941005732685023010000200078290000001104008000007580600450006003800300000,723941586941865732685723914536219478298457361174638295317582649459176823862394157
108036907000810304004509000200740680400000000000058002950180200007900801012004000,128436957579812364364579128295741683486293715731658492953187246647925831812364579
000105006160800900390700501001907805050380060080000003070008659000000400008509207,827195346165843972394726581431967825952381764786254193273418659519672438648539217
008604079910287040007000010403860001201370000059142637700408100092756483004930062,328614579915287346647593218473865921261379854859142637736428195192756483584931762
805007620090803057604005180081406090547920000369700241403689070708514030950302814,835147629192863457674295183281436795547921368369758241413689572728514936956372814
408003002276014090590670001004790105160020800025108064389501247740209300052347000,418953672276814593593672481834796125167425839925138764389561247741289356652347918
872000060100762080630900010040003520500004601310006007400207803001050000050040070,872431965195762384634985712946173528527894631318526497469217853781359246253648179
230001980107680423869000710640302000070560200502147360710235040005804000083910500,234751986157689423869423715648392157371568294592147368716235849925874631483916572
005890603060403000030050010500038100003009000190570000000042008850010409070905020,425891673761423985938756214547238196283169547196574832319642758852317469674985321
602075309003020080940308072790861000028703006310000847061900750009157204000086901,682475319173629485945318672794861523528743196316592847261934758839157264457286931
001070040700400038003000067004037020908024070307080050009008200006213090100056083,861375942795462138243891567614537829958624371327189654539748216486213795172956483
306700451000201006700000002290140005801000000435000109670000000043000900500003060,326789451954231876718456392297148635861395247435672189679824513143567928582913764
080960720056402091972050060010006000500210306638745910093627050405830270020594000,184963725356472891972158463219386547547219386638745912893627154465831279721594638
020090004641000037070000002500040021030780509006003000000000410000030096460200075,325197684641852937879364152587946321234781569196523748952678413718435296463219875
670000040300000000001065000807300090460000030009478201100000023706080054000910700,678132549325749618941865372817326495462591837539478261184657923796283154253914786
300006205052300000984000607840001579020058043000700060500403001270000000009502000,317846295652397418984125637843261579726958143195734862568473921271689354439512786
083695020572104800960782500097401200254300980000928400009870000000240018000000794,483695127572134869961782543897451236254367981316928475149876352735249618628513794
